NAME,SMILES,Set,Obs,stdMW,nTA,SCBO,RBN,nDB,nH,nN,nO,nHM,nHet,H%,C%,N%,O%,X%,nCsp3,max_conj_path,nCIR,nIR,nFR,NRS,nRingAtoms,nR05,nR06,nR09,nR10,D/Dtr05,D/Dtr06,X3,X4,X2v,X4v,X2sol,X5sol,RDCHI,Eta_C,Eta_F,Eta_D_beta,nCp,nCs,nCt,nCrs,nCrt,nCar,nCbH,nCb-,nCconj,nR=Cs,nRCONHR,nArCONHR,nCONN,nArNHR,nArOR,nCR2X2,nCRX3,nArX,nPyrazoles,nPyridines,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-011,C-012,C-016,C-025,C-026,C-027,C-028,C-029,C-032,C-033,C-034,C-040,C-041,C-043,H-046,H-047,H-048,H-049,H-051,H-052,O-056,O-058,O-060,N-067,N-070,N-072,N-073,N-074,F-084,S-107,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SssNH,SsssN,SaaN,SaasN,SdO,SaaO,SsF,SsCl,NssCH2,NdsCH,NaaCH,NsssCH,NdssC,NaasC,NaaaC,NssNH,NsssN,NdsN,NaasN,NsOH,NssO,minssCH2,minaaCH,mindssC,minaasC,minssNH,minsssN,minsF,gmin,MaxsCH3,MaxssCH2,MaxdsCH,MaxaaCH,MaxsssCH,MaxdssC,MaxaasC,MaxssssC,MaxsNH2,MaxdsN,MaxaaN,MaxsOH,MaxdO,MaxssO,gmax,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..F),T(F..F),T(F..Cl),B01[C-O],B01[C-S],B01[N-N],B02[C-O],B02[C-S],B02[N-N],B02[N-O],B02[N-S],B02[O-O],B03[C-O],B03[N-N],B03[N-O],B03[N-S],B03[N-F],B03[O-O],B03[O-F],B03[F-F],B04[C-O],B04[N-N],B04[N-O],B04[N-S],B04[N-F],B04[O-O],B04[O-F],B04[F-F],B05[C-O],B05[C-F],B05[N-N],B05[N-O],B05[N-F],B05[O-O],B05[O-F],B06[C-O],B06[C-S],B06[C-F],B06[N-N],B06[N-O],B06[N-F],B06[O-O],B06[O-F],B06[F-F],B07[C-N],B07[C-O],B07[C-S],B07[N-O],B07[N-F],B07[O-O],B07[O-F],B08[C-N],B08[C-O],B08[C-S],B08[C-F],B08[N-O],B08[N-F],B08[O-F],B09[C-C],B09[C-N],B09[C-O],B09[C-F],B09[N-O],B09[N-F],B09[O-F],B10[C-C],B10[C-N],B10[C-O],B10[C-F],B10[N-F],B10[O-F],F01[C-N],F01[C-O],F01[C-S],F01[N-N],F01[N-O],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[N-N],F02[N-O],F02[N-S],F02[O-O],F02[F-F],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[C-Cl],F03[N-N],F03[N-O],F03[N-S],F03[N-F],F03[N-Cl],F03[O-O],F03[O-F],F03[F-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-S],F04[N-F],F04[O-O],F04[O-S],F04[O-F],F04[F-F],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[O-O],F05[O-F],F05[S-F],F05[F-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-F],F06[O-O],F06[O-S],F06[O-F],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-N],F07[N-O],F07[N-F],F07[O-O],F07[O-F],F07[S-F],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-N],F08[N-O],F08[N-F],F08[O-O],F08[O-F],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[O-O],F09[O-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-O],F10[N-F],F10[O-O],F10[O-F],F10[F-F],Uc,Hy,TPSA(NO),TPSA(Tot),LOGP99,ESOL,SAacc,SAdon,Vx,SAscore
70,Cc1[nH]c2ccc(F)cc2c(=O)c1SC(F)(F)C(F)C(F)(F)F,Test,0,7.586997649,9,29,3,2,8,1,1,1,10,25.80645161,41.93548387,3.225806452,3.225806452,22.58064516,4,10,3,0,2,1,10,0,2,0,1,0,123.4970363,8.299470165,6.255789366,5.822866435,2.781985417,7.143393876,4.201854364,3.139376604,21.72502154,22.97609907,-5,2,1,0,0,0,6,3,3,3,2,0,0,0,1,0,0,1,1,0,0,9,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1.170076531,0,0,2.950600366,-4.442586661,-2.080595238,-1.028957533,0,-10.683398,2.502073176,0,0,0,12.10696192,0,89.51222992,0,0,0,3,1,3,3,0,1,0,0,0,0,0,0,0.756444752,-1.102037509,-0.825719587,2.502073176,0,12.15066605,-5.777655607,1.170076531,0,0,1.179889456,-4.442586661,-0.173002173,0.119616835,-4.905742394,0,0,0,0,12.10696192,0,13.47943216,0,4,3,42,0,0,3,42,0,25,102,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0,0,14,4,2,3,9,0,0,0,0,4,3,3,3,9,0,0,0,1,0,0,0,0,5,12,2,4,2,7,0,0,1,0,0,0,0,0,6,1,2,2,10,0,0,0,3,0,3,0,0,7,1,1,1,13,0,0,0,1,0,0,1,0,0,0,14,0,0,0,3,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3.169925001,-0.111956778,32.86,58.16,4.891799912,-5.137992053,147.8764706,18.01075068,324.4684385,4.459098754
73,O=C(NCCNS(=O)(=O)c1ccccc1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,Test,0,7.368832009,9,43,10,3,18,2,5,1,14,35.29411765,37.25490196,3.921568627,9.803921569,11.76470588,6,8,2,2,0,2,12,0,2,0,0,0,267.4483822,9.896243147,7.281318547,8.199352112,3.419464421,12.55035807,5.884582767,4.244322478,28.02811109,39.42017607,-3.5,2,0,0,0,0,12,8,4,1,0,0,1,0,0,2,0,2,0,0,0,13,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,-3.977969782,0,9.89525488,0,-1.010609043,-1.519274961,0,-9.40405561,4.473096564,0,0,0,36.64839829,0,74.43378799,0,4,0,8,0,1,4,0,2,0,0,0,0,2,-1.743145082,0.792580795,-1.010609043,-0.547175981,2.217883073,0,12.34615708,-4.727262273,0,-0.271851548,0,1.615308009,0,-1.010609043,-0.019742554,-4.676793338,0,0,0,0,12.41051713,4.566401961,12.46510558,3,45,4,108,0,68,23,261,0,69,111,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,3,5,1,0,0,17,4,9,3,6,0,3,0,1,6,4,14,3,0,0,1,0,0,0,0,0,6,0,16,5,12,1,6,0,0,1,1,0,1,0,0,0,5,5,1,12,0,0,4,0,2,0,0,0,11,6,8,1,15,0,0,0,0,0,1,0,5,7,2,9,0,0,1,3,2,3,0,11,3,6,2,3,0,0,1,3,0,9,2,7,2,12,0,0,0,2,0,11,1,8,2,9,0,0,3,2,0,0,4,0.37216868,93.73,102.11,3.277099985,-4.406166527,215.6340826,34.41574813,503.2724252,3.565696628
78,O=C(NC(=O)c1ccccc1)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,Test,0,6.29696916,8,43.5,3,2,12,4,2,0,12,27.90697674,44.18604651,9.302325581,4.651162791,13.95348837,2,11,3,3,0,3,17,1,2,0,0,102.5391972,236.9826742,10.4104123,8.34189022,6.143287645,2.531494536,10.95047055,5.273285824,4.091007319,23.0783393,38.64547104,-0.75,2,0,0,0,0,15,9,3,1,0,0,0,1,0,0,0,2,0,1,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,0,0,10,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,12.12604552,0,-1.586304798,-3.298695212,0,-10.13766595,4.352471538,0,3.009044776,0.116670262,23.83328009,0,77.75182044,0,0,0,10,0,2,5,0,2,0,0,1,0,0,0,-0.088491583,-0.906453281,-1.693677152,2.05966073,0,12.7943906,-5.078266752,0,0,0,1.680431056,0,-0.679851517,0.228545391,-5.059399197,0,0,3.009044776,0,11.91726242,0,13.12288288,28,44,0,156,0,4,0,138,0,0,66,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,7,2,0,1,0,20,12,1,0,6,1,3,0,0,6,12,5,0,6,0,0,0,0,6,0,0,0,0,16,9,5,0,9,0,0,1,0,6,1,0,0,0,6,6,0,15,0,1,0,0,0,0,0,0,12,5,5,0,12,0,1,0,0,0,0,0,5,3,0,9,0,1,1,0,0,0,0,13,3,2,0,3,0,1,1,3,0,0,5,3,0,3,0,1,3,0,0,8,4,2,0,3,0,1,3,0,3,0,4.321928095,0.352812879,76.02,76.02,4.871799938,-5.789334857,192.7350425,36.02150137,440.5481728,3.61087652
82,COc1cccc(NC(=O)COc2c(F)c(F)c(C(F)(F)F)c(F)c2F)c1,Test,0,6.548587577,9,35,5,1,10,1,3,0,11,27.02702703,43.24324324,2.702702703,8.108108108,18.91891892,3,6,2,2,0,2,12,0,2,0,0,0,206.6184427,9.339550869,7.645714286,5.026619494,2.022765312,8.351026921,3.906721644,3.624151247,21.07910494,31.86344086,-2.5,1,0,0,0,0,12,4,8,0,0,1,0,0,0,2,0,1,4,0,0,11,0,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,2,0,0,1,0,0,4,0,1.364385456,-1.129668367,0,5.884422597,0,-0.997437681,-14.10105921,0,-5.668534692,2.234342482,0,0,0,11.71473057,0,91.69678022,0,1,0,4,0,1,8,0,1,0,0,0,0,2,-1.129668367,1.385444484,-0.997437681,-2.730849893,2.234342482,0,12.49094283,-5.668534692,1.364385456,-1.129668367,0,1.560185622,0,-0.997437681,0.372860062,-5.668534692,0,0,0,0,11.71473057,4.905204497,13.65445307,0,9,0,53,0,16,0,166,0,0,84,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,2,5,0,0,0,17,3,6,0,11,0,1,0,0,3,2,5,0,16,0,0,1,0,0,0,1,2,2,11,2,6,0,14,0,0,1,0,0,0,0,2,8,3,8,0,7,0,0,0,0,0,0,0,8,8,2,6,0,2,0,0,0,2,1,0,5,1,3,0,5,0,0,0,2,1,2,0,10,1,3,0,9,0,0,0,0,0,0,0,2,0,8,0,0,3,0,3,8,0,2,0,9,0,0,0,0,2,0,3.807354922,-0.162391604,47.56,47.56,4.287899904,-4.955106313,169.8762464,18.01075068,372.7408638,3.582827877
88,CC(C)(OC(=O)NC(=O)C(F)(F)F)C(C)(C)OC(=O)NC(=O)C(F)(F)F,Test,0,7.005083941,14,29,5,4,14,2,6,0,14,35,30,5,15,15,8,0,0,0,0,0,0,0,0,0,0,0,0,8.018291247,4.375774649,5.703426257,1.087442446,9.645456896,1.734989732,3.288596327,27.6139225,28.0035395,-11,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,12,0,4,2,0,0,2,0,0,0,0,4.125017479,0,0,0,0,-8.93274534,0,0,-14.59403759,1.738876353,0,0,0,43.94309435,0,72.26930509,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,-2.619869038,0,0.869438177,0,12.04488418,-5.368032706,1.03125437,0,0,0,0,-1.846503632,0,-1.928986087,0,0,0,0,11.34430349,4.55857816,12.04488418,7,54,0,78,0,83,0,258,0,0,129,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,4,8,0,0,0,10,2,8,0,6,0,6,0,2,6,2,12,0,0,0,0,0,0,6,0,1,6,0,6,6,12,0,6,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,2,0,2,12,0,0,10,2,10,0,6,0,0,0,0,0,0,0,0,6,0,18,0,1,2,0,3,0,0,2,2,4,0,12,0,0,0,0,0,6,2,2,0,6,0,2,0,2,0,2,0,2,0,0,0,0,6,0,6,0,2.321928095,0.555185925,110.8,110.8,2.173800066,-3.227016407,248.3616649,36.02150137,379.5348837,3.656581389
97,CC(NC(=O)Nc1ncccn1)(C(F)(F)F)C(F)(F)F,Test,0,6.808558913,8,24,2,1,8,4,1,0,11,28.57142857,32.14285714,14.28571429,3.571428571,21.42857143,4,6,1,1,0,1,6,0,1,0,0,0,79.42842713,6.527817307,4.509506715,3.772040458,1.025949918,6.609694138,1.753383305,2.892577643,16.0007957,21.1700854,-5.75,3,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,3,0,1,0,0,0,2,0,0,0,0,-0.182112623,0,0,3.642146282,0,-1.72837963,-0.433612056,0,-15.83419277,2.511245748,0,6.855062358,0,11.21919359,0,75.03398243,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,1.148141771,-1.72837963,-0.433612056,0.841731859,0,12.50566374,-5.722088294,-0.182112623,0,0,1.345862741,0,-1.72837963,-0.433612056,-4.39001618,0,0,3.427531179,0,11.21919359,0,12.50566374,16,12,0,132,0,0,0,30,0,0,48,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,8,5,0,0,6,4,2,0,0,6,8,2,0,12,0,0,0,0,6,0,0,0,0,3,4,3,0,6,0,2,2,0,0,0,0,0,9,4,2,0,0,0,0,0,6,0,6,0,0,2,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.655856638,66.91,66.91,2.481399938,-3.180575973,184.4981671,36.02150137,275.6810631,3.655564178
98,CCC(NC(=O)NCc1cccnc1)(C(F)(F)F)C(F)(F)F,Test,0,6.981312366,8,26,4,1,13,3,1,0,10,37.14285714,34.28571429,8.571428571,2.857142857,17.14285714,6,6,1,1,0,1,6,0,1,0,0,0,90.26955267,6.964256268,5.635328458,4.423352706,1.714769257,6.908448928,2.171274454,3.087467582,20.00814201,21.85849568,-6.75,3,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,1,10,1,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,3,4,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0.696801304,-1.629469797,0,5.768260904,0,-1.569117536,0.429412793,0,-15.64255346,2.95255787,0,3.70018987,0,11.44159014,0,76.93566125,0,2,0,4,0,1,1,0,2,0,0,0,0,0,-1.374689941,1.320306122,-1.569117536,0.429412793,1.009895833,0,12.82261021,-5.674957877,0.696801304,-0.254779856,0,1.510600395,0,-1.569117536,0.429412793,-4.292637708,0,0,3.70018987,0,11.44159014,0,12.82261021,12,10,0,102,0,0,0,30,0,0,48,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,6,1,0,0,0,12,6,0,0,6,1,2,0,0,6,7,2,0,12,0,0,0,0,6,0,0,0,0,5,5,4,0,12,0,1,0,0,0,0,0,0,9,5,3,0,0,0,0,0,6,0,6,0,0,7,1,1,0,6,0,1,1,0,0,0,0,2,1,0,6,0,0,0,0,0,0,0,6,3,0,0,12,0,0,0,0,0,0,1,0,0,6,0,0,6,0,0,1,0,0,0,6,0,0,0,0,0,0,3,0.527626838,54.02,54.02,3.154200017,-3.457160366,167.7126376,36.02150137,329.3189369,3.695408166
99,FC(F)(F)c1cccc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,Test,0,7.38875478,7,38,2,1,17,3,0,1,10,36.95652174,41.30434783,6.52173913,0,13.04347826,6,6,3,3,0,3,18,0,3,0,0,0,320.1258852,9.940086667,7.637603883,6.917598293,3.322909668,10.42829714,5.252862214,3.948565698,25.48300914,29.8786333,-5,2,0,0,0,0,12,8,4,0,0,0,0,1,0,0,0,2,0,0,0,9,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.735638149,0,9.837514931,0,0.271311781,-0.791487785,0,-8.856987837,2.797821664,3.595568544,0,0,0,0,77.12672012,0,4,0,8,0,1,4,0,1,2,0,0,0,0,0.431587656,0.974270071,0.271311781,-0.77808727,2.797821664,1.777485001,12.81935135,-4.44852534,0,0.436231419,0,1.615184726,0,0.271311781,0.468732346,-4.408462497,0,0,0,0,0,0,12.88955535,10,0,9,135,0,0,0,0,0,51,147,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,8,0,1,0,0,23,8,0,0,6,1,0,2,0,6,7,0,3,12,0,1,0,0,0,0,0,0,0,14,10,0,4,12,0,0,0,0,0,0,0,0,0,4,0,2,6,0,1,0,6,0,0,0,0,14,6,0,3,9,0,0,0,0,0,0,0,6,0,2,6,0,0,0,3,0,0,3,10,4,0,2,6,0,0,0,3,0,0,4,0,2,9,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,3.807354922,-0.234024451,18.51,50.6,5.24319993,-6.172908882,114.0200581,18.01075068,453.0564784,3.55507972
103,Cn1nc(C(F)(F)F)cc1Oc1ncc(C(F)(F)F)cc1Cl,Test,0,7.682058695,8,28.5,2,0,6,3,1,1,11,21.42857143,39.28571429,10.71428571,3.571428571,25,3,6,2,2,0,2,11,1,1,0,0,67.22734488,77.11031746,7.450256371,5.355315241,4.507171235,1.643631633,7.576020633,3.343119893,3.184411495,16.89495726,22.95521966,-4.5,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,2,1,1,1,9,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.169207766,0,0,1.600056729,0,0,-3.656176566,0,-9.331460253,0,0,6.536339443,0.762402644,0,0,74.79559693,5.595006469,0,0,3,0,0,5,0,0,0,0,1,0,1,0,0.460567012,0,-1.214783216,0,0,12.44654933,-4.683794638,1.169207766,0,0,0.579046162,0,0,-0.373626228,-4.647665615,0,0,3.355992063,0,0,4.973471277,12.48531632,9,7,0,105,14,0,0,33,3,0,111,39,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,5,2,0,1,0,10,8,2,0,6,0,2,0,0,6,5,4,0,9,1,0,1,0,3,1,0,0,0,7,3,2,0,6,3,1,0,0,6,0,0,0,0,5,1,0,6,1,1,0,0,0,3,0,0,7,4,0,0,3,2,0,0,0,0,0,3,2,0,0,6,1,0,0,3,0,0,0,3,1,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3.584962501,-0.492911522,39.94,39.94,4.298399866,-5.070348286,134.2091045,0,301.0631229,3.912216063
104,CC(NC(=O)N(Cc1ccccc1)Cc1ccc2c(c1)OCO2)(C(F)(F)F)C(F)(F)F,Test,0,6.65583461,8,40,5,1,18,2,3,0,11,36.73469388,40.81632653,4.081632653,6.12244898,12.24489796,7,6,4,1,2,2,15,1,2,1,0,88.91801532,217.3886643,11.2408171,8.401809126,7.079945255,2.858376323,11.60772913,5.196537581,3.928123127,29.63250971,35.72278586,-6,3,0,1,0,0,12,8,4,0,0,0,0,1,0,2,0,2,0,0,0,11,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,12,2,0,0,3,0,1,2,0,0,2,0,0,0,0,-0.104988239,-0.487506112,0,12.78780499,0,-1.515120465,1.784893346,0,-15.9195851,1.147271825,0.863689059,0,0,12.65354238,0,79.46557526,0,3,0,8,0,1,4,0,1,1,0,0,0,2,-0.260752079,1.514206585,-1.515120465,0.368509871,1.147271825,0.863689059,13.24426254,-5.751909215,-0.104988239,-0.011386497,0,1.690596583,0,-1.515120465,0.526957173,-4.415766671,0,0,0,0,12.65354238,5.230589343,13.24426254,2,30,0,48,0,17,0,156,0,0,48,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,5,5,0,0,0,25,5,4,0,6,1,2,0,1,6,7,7,0,12,0,0,0,0,6,0,0,0,0,15,9,8,0,6,0,0,0,0,0,0,0,0,9,6,5,0,0,0,0,1,6,0,6,0,0,22,5,6,0,12,0,0,1,0,0,0,0,2,5,0,12,0,0,1,0,1,0,0,23,1,5,0,24,0,0,1,0,1,0,0,8,0,24,0,0,0,0,0,6,0,6,0,12,0,0,0,0,6,0,3.807354922,-0.232799524,50.8,50.8,5.01039999,-5.456342269,158.040447,18.01075068,461.9767442,3.718068774
108,FC(F)(F)c1ccc(Cl)c(NC(=S)N/N=C/c2ccccc2C(F)(F)F)c1,Test,0,8.262511897,8,36,3,2,10,3,0,2,11,27.02702703,43.24324324,8.108108108,0,18.91891892,2,8,2,2,0,2,12,0,2,0,0,0,206.555058,8.585628238,6.586970758,5.916968905,2.303297409,9.728225113,4.717319832,3.714803294,21.95226843,29.34396458,-1.75,2,0,0,0,0,12,7,5,1,0,0,0,1,0,0,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.893399943,7.312339568,0,-0.252810847,-2.207419102,0,-9.136452077,4.632472876,0,0,0,0,0,76.80100591,5.810590437,0,1,7,0,1,5,0,2,0,1,0,0,0,0,0.748989155,-0.252810847,-0.944624222,2.226247717,0,12.72678049,-4.573884552,0,0,0.893399943,1.398385675,0,-0.252810847,-0.029123488,-4.562567524,0,3.568699098,0,0,0,0,12.87355482,5,0,7,117,14,0,0,0,0,45,129,51,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,1,0,19,5,0,0,6,1,0,2,0,6,6,0,1,12,2,1,0,1,0,1,0,0,0,6,11,0,3,15,2,0,0,0,0,0,0,0,0,9,0,3,6,1,0,0,6,0,0,0,0,6,7,0,4,3,0,0,0,3,0,0,0,5,0,3,3,1,0,0,3,0,0,3,11,1,0,1,0,1,0,0,6,0,0,0,0,0,6,2,0,0,0,0,12,0,0,0,9,3,0,0,0,0,0,3.906890596,0.413856414,36.42,68.51,5.698099941,-6.412238476,142.3226663,35.89897925,414.0697674,3.818887909
119,CNC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Test,0,6.881977578,8,23,1,1,8,2,1,0,9,29.62962963,37.03703704,7.407407407,3.703703704,22.22222222,3,6,1,1,0,1,6,0,1,0,0,0,68.8015873,5.686853282,3.779222263,3.498680389,1.220680711,5.532597882,1.8219992,2.797498867,13.85468364,19.91796891,-4.25,2,0,0,0,0,6,3,3,0,0,0,0,1,0,0,0,2,0,0,0,9,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1.174218868,0,0,0.82340325,0,-0.923658352,-3.579670257,0,-9.888133267,3.883840231,0,0,0,10.91844766,0,74.75821854,0,0,0,3,0,1,3,0,2,0,0,0,0,0,0,-0.018818972,-0.923658352,-1.491918462,1.866527778,0,12.45970309,-4.944066634,1.174218868,0,0,0.421111111,0,-0.923658352,-0.595833333,-4.944066634,0,0,0,0,10.91844766,0,12.45970309,2,4,0,72,0,0,0,42,0,0,66,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,12,2,0,0,6,1,2,0,0,6,4,2,0,12,0,0,0,0,0,0,0,0,0,6,5,2,0,12,0,0,0,0,0,0,0,0,0,2,2,0,12,0,0,0,6,0,0,0,0,2,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.600095239,41.13,41.13,3.475499988,-3.992244785,150.927108,36.02150137,265.9302326,3.169524105
